Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
27.331,-111.505,,,3,4,233,,0.72,,,165,
27.3311,-111.5058,,,2,4,,,,,,165,1
27.309,-111.488,,,3,3,231,,0.72,,,164,
27.31,-111.508,,,3,3,231,,0.72,,,164,
27.053,-111.38,,,2,4,228,,0.72,,,164,
27.0529,-111.3798,,,2,4,,,0.72,,,164,1
27.3088,-111.4886,,,2,4,,,,,,164,1
27.3097,-111.5085,,,2,4,,,,,,164,1
26.9167,-110.775,-1574,,4,,230,,0.71,,,163,1
26.9333,-111.2267,-1820,,4,,230,,0.71,,,163,1
27.065,-111.11,-1764,,4,,230,,0.71,,,163,1
27.6167,-111.6033,-1794,,5,,230,,0.71,,,163,1
27.035,-111.435,-2030,,,,200,,0.71,,,163,1
27.5433,-111.3833,-2020,,5,,200,,0.71,,,163,1
27.045,-111.405,-2010,,4,4,,,0.71,,,163,1
,,,,,,,,,,,,
25.21,-109.6367,-2248,,3,,200,,0.73,,,159,1
27.5183,-111.3733,-2045,,5,,200,,0.71,,,159,1
27.055,-111.405,-1970,,4,4,,,0.71,,,159,1
27.475,-111.3833,-2034,,5,,220,,0.71,,,157,1
27.0233,-111.5483,-1815,,4,,190,,0.71,,,155,1
27.4983,-111.3683,-2028,,,,190,,0.71,,,155,1
27.34,-111.476,,,3,3,214,,0.72,,,152,
27.3401,-111.4762,,,2,4,,,,,,152,1
27.2233,-111.2533,-1865,,4,,210,,0.71,,,151,1
27.4867,-111.3633,-2039,,,,210,,0.71,,,151,1
27.3033,-111.485,-1980,,4,4,,,0.71,,,151,1
27.34,-111.482,,,3,3,447,,0.72,,,147,
25.185,-109.4583,-2024,,2,,200,,0.73,,,147,1
27.5067,-111.3617,-2015,,,,190,,0.71,,,147,1
27.5183,-111.3567,-1985,,,,180,,0.71,,,147,1
27.331,-111.494,,,3,3,205,,0.72,,,146,
26.9833,-111.42,-2020,,3,3,,,0.71,,,146,1
26.985,-111.4233,-2020,,4,4,,,0.71,,,146,1
27.3312,-111.494,,,2,4,,,,,,146,1
27.4967,-111.375,-1976,,,,200,,0.71,,,142,1
27.5167,-111.36,-2052,,6,,200,,0.71,,,142,1
26.9948,-111.4181,,,,,,,,,,140,1
27.4933,-111.3683,-2039,,,,200,,0.71,,,138,1
25.555,-110.2717,-2070,,4,,190,,0.73,,,138,1
27.495,-111.3767,-1964,,,,180,,0.71,,,138,1
27.2283,-110.925,-1548,,3,,170,,0.71,,,138,1
27.279,-111.499,,,3,3,192,,0.72,,,137,
27.2791,-111.4996,,,2,4,,,,,,137,1
27.28,-111.495,,,3,3,190,,0.72,,,135,
27.328,-111.501,,,2,3,189,,0.72,,,135,
27.2797,-111.4956,,,2,4,,,,,,135,1
27.3281,-111.501,,,2,4,,,,,,135,1
27.32,-111.375,-1876,,4,,190,,0.71,,,134,1
27.4383,-111.51,-1861,,5,,190,,0.71,,,134,1
27.4717,-111.3183,-1861,,4,,170,,0.71,,,134,1
26.9783,-111.4067,-1970,,3,3,,,0.71,,,134,1
26.98,-111.4133,-2000,,3,3,,,0.71,,,134,1
27.341,-111.476,,,3,4,172,,0.72,,,132,
27.282,-111.491,,,3,3,185,,0.72,,,131,
27.2812,-111.4913,,,2,4,,,,,,131,1
27.4933,-111.445,-1871,,5,,180,,0.71,,,130,1
25.5467,-109.7883,-3182,,4,,170,,0.73,,,130,1
25.6117,-110.0367,-2330,,4,,160,,0.73,,,130,1
26.9917,-111.4267,-2020,,4,4,,,0.71,,,130,1
27.3,-111.4783,-1960,,4,4,,,0.71,,,130,1
27.0105,-111.4249,,,,,,,,,,130,1
27.288,-111.493,,,2,3,181,,0.72,,,128,
27.2872,-111.4936,,,2,4,,,,,,128,1
25.5233,-109.8283,-3240,,3,3,170,,0.73,,,126,1
27.315,-111.495,,,,3,,,0.72,,,126,
27.315,-111.492,,,,3,,,0.72,,,126,
27.315,-111.489,,,,3,,,0.72,,,126,
27.3151,-111.4924,,,2,4,,,,,,126,1
27.3154,-111.4954,,,2,4,,,,,,126,1
27.3154,-111.4897,,,2,4,,,,,,126,1
27.298,-111.523,,,3,4,304,,0.72,,,124,
27.297,-111.488,,,2,3,175,,0.72,,,124,
27.2971,-111.4882,,,2,4,,,,,,124,1
27.3409,-111.4762,,,2,4,,,,,,123,1
27.279,-111.502,,,3,3,171,,0.72,,,122,
27.299,-111.489,,,1,3,171,,0.72,,,122,
27.2792,-111.5024,,,2,4,,,,,,122,1
27.2988,-111.4897,,,2,4,,,,,,122,1
27.2988,-111.4924,,,2,4,,,,,,122,1
27.298,-111.487,,,2,3,170,,0.72,,,121,
26.9583,-111.425,-2040,,5,,150,,0.71,,,121,1
27.4617,-111.4017,-1894,,,,150,,0.71,,,121,1
26.975,-111.43,-2020,,4,4,,,0.71,,,121,1
27.2974,-111.4873,,,2,4,,,,,,121,1
27.301,-111.494,,,3,4,164,,0.72,,,117,
25.3917,-109.91,-3204,,2,,160,,0.73,,,117,1
27.4967,-111.3717,-2003,,,,160,,0.71,,,117,1
27.3003,-111.4936,,,2,4,,,,,,117,1
27.4917,-111.3633,-2041,,,,140,,0.71,,,114,1
26.3883,-110.7483,-2785,,5,,160,,0.7,,,113,1
25.905,-110.23,-2032,,1,,120,,0.84,,,113,1
27.3083,-111.5017,-2010,,4,4,,,0.71,,,113,1
,,,,,,,,,,,,
27.308,-111.487,,,2,3,153,,0.72,,,109,
27.25,-111.5367,-2008,,5,,150,,0.71,,,109,1
27.5,-111.3767,-1980,,,,140,,0.71,,,109,1
27.495,-111.3617,-2036,,,,130,,0.71,,,109,1
26.9733,-111.4267,-2020,,4,4,,,0.71,,,109,1
27.0583,-111.4083,-1970,,4,4,,,0.71,,,109,1
27.3083,-111.4871,,,2,4,,,,,,109,1
27.28,-111.506,,,3,3,151,,0.72,,,107,
27.33,-111.486,,,2,4,151,,0.72,,,107,
27.2795,-111.506,,,2,4,,,,,,107,1
27.3301,-111.4862,,,2,4,,,,,,107,1
25.6667,-109.9883,-2380,,3,4,155,,0.67,,,105,1
26.97,-111.4267,-2000,,4,4,150,,0.71,,,103,1
27.298,-111.486,,,2,3,144,,0.72,,,102,
27.31,-111.491,,,4,4,144,,0.72,,,102,
27.2984,-111.4859,,,2,4,,,,,,102,1
27.3097,-111.4911,,,2,4,,,,,,102,1
27.282,-111.508,,,2,3,141,,0.72,,,100,
27.0517,-111.4233,-1970,,3,,120,,0.71,,,100,1
26.1167,-110.4833,-2333,,3,,120,,0.7,,,100,1
26.9767,-111.4333,-2020,,4,4,,,0.71,,,100,1
26.99,-111.4267,-2010,,4,4,,,0.71,,,100,1
27.2617,-111.5033,-2000,,4,3,,,0.71,,,100,1
27.3033,-111.49,-2000,,4,4,,,0.71,,,100,1
27.014,-111.4247,,,,,,,,,,100,1
27.2821,-111.5089,,,2,4,,,,,,100,1
27.283,-111.473,,,2,3,139,,0.72,,,99,
27.2828,-111.4733,,,2,4,,,,,,99,1
27.298,-111.486,,,2,3,137,,0.72,,,98,
27.2981,-111.4862,,,2,4,,,,,,98,1
28.705,-113.06,-1572,,4,,130,,0.69,,,96,1
,,,,,,,,,,,,
27.299,-111.499,,,3,3,130,,0.72,,,93,
27.45,-111.395,-2030,,,,130,,0.71,,,92,1
27.31,-111.48,,,4,4,129,,0.72,,,92,
23.035,-107.9933,-2584,,4,,110,,0.84,,,92,1
27.3098,-111.4801,,,2,4,,,,,,92,1
,,,,,,,,,,,,
27.335,-111.464,,,2,4,175,,0.72,,,91,
27.3346,-111.464,,,2,4,,,,,,91,1
27.311,-111.463,,,3,4,127,,0.72,,,90,
27.3112,-111.4636,,,2,4,,,,,,90,1
27.33,-111.492,,,2,3,124,,0.72,,,89,
27.3297,-111.4928,,,2,4,,,,,,89,1
27.4867,-111.37,-2041,,,,130,,0.71,,,88,1
27.4867,-111.3683,-2041,,,,130,,0.71,,,88,1
27.4883,-111.3667,-2048,,,,130,,0.71,,,88,1
27.279,-111.48,,,2,3,124,,0.72,,,88,
27.455,-111.3983,-1908,,,,110,,0.71,,,88,1
27.265,-111.51,-2010,,4,3,,,0.71,,,88,1
27.27,-111.52,-2000,,4,3,,,0.71,,,88,1
27.2792,-111.4799,,,2,4,,,,,,88,1
27.317,-111.503,,,2,3,121,,0.72,,,86,
27.3172,-111.5036,,,2,4,,,,,,86,1
27.327,-111.493,,,4,3,120,,0.72,,,85,
26.3867,-110.7417,-2755,,2,4,120,,0.7,,,85,1
27.3275,-111.4932,,,2,4,,,,,,85,1
27.0517,-111.4233,-1970,,2,,100,,0.71,,,84,1
27.06,-111.4117,-1960,,3,3,,,0.71,,,84,1
27.317,-111.498,,,3,3,117,,0.72,,,83,
27.3054,-111.4886,,,2,4,,,,,,83,1
27.3175,-111.498,,,2,4,,,,,,83,1
27.305,-111.488,,,3,4,117,,0.72,,,82,
27.327,-111.498,,,,4,110,,0.72,,,80,
27.3272,-111.4982,,,2,4,,,,,,80,1
27.281,-111.506,,,3,3,110,,0.72,,,79,
27.2633,-111.5067,-2000,,4,3,,,0.71,,,79,1
27.2812,-111.5062,,,2,4,,,,,,79,1
27.4567,-111.38,-2048,,5,,110,,0.71,,,75,1
27.485,-111.365,-2041,,,,110,,0.71,,,75,1
28.4783,-111.3767,-2051,,5,,110,,0.71,,,75,1
,,,,,,,,,,,,
,,,,,,,,,,,,
27.335,-111.455,,,2,4,93,,0.72,,,67,
27.3344,-111.4555,,,2,4,,,,,,67,1
,,,,,,,,,,,,
27.3117,-111.45,-1923,,5,,90,,0.71,,,63,1
,,,,,,,,,,,,
,,,,,,,,,,,,
27.4167,-111.75,-1538,,5,,74,,0.71,,,54,1
27.314,-111.462,,,3,4,72,,0.72,,,52,
27.3143,-111.4622,,,2,4,,,,,,52,1
27.315,-111.501,,,2,3,71,,0.72,,,50,
27.322,-111.498,,,3,3,70,,0.72,,,50,
27.3149,-111.5014,,,2,4,,,,,,50,1
27.3224,-111.4978,,,2,4,,,,,,50,1
27.315,-111.498,,,3,3,58,,0.72,,,41,
27.3149,-111.4986,,,2,4,,,,,,41,1
27.314,-111.504,,,2,3,52,,0.72,,,37,
27.3137,-111.5047,,,2,4,,,,,,37,1
23.8117,-109.12,-2435,,3,4,47,,0.68,,,32,1
27.335,-111.461,,,3,4,123,,0.72,,,30,
27.3352,-111.4618,,,2,4,,,,,,30,1
27.2667,-111.5133,-2010,,4,3,,,0.71,,,25,1
27.304,-111.502,,,1,3,30,,0.72,,,21,
27.304,-111.5021,,,2,4,,,,,,21,1
27.0344,-111.3923,,,2,4,,,0.72,,,0,1
26.3433,-110.7533,-2804,,4,,-10,,0.7,,,-8,1
28.775,-113.0883,-1370,,5,,-40,,0.69,,,-25,1
27.046,-111.381,,,1,3,4086,,0.71,,,,
27.048,-111.374,,,1,4,3305,,0.71,,,,
26.998,-111.419,,,1,4,2654,,0.71,,,,
27.022,-111.394,,,1,4,2115,,0.71,,,,
27.02,-111.406,,,1,4,2096,,0.71,,,,
27.025,-111.402,,,1,3,2075,,0.71,,,,
27.02,-111.4,,,1,4,1955,,0.71,,,,
27.014,-111.412,,,1,3,1871,,0.71,,,,
27.026,-111.398,,,1,3,1856,,0.71,,,,
27.048,-111.385,,,1,4,1499,,0.71,,,,
26.997,-111.414,,,1,4,1236,,0.71,,,,
27.014,-111.405,,,1,4,1233,,0.71,,,,
27.019,-111.412,,,1,4,1162,,0.71,,,,
27.042,-111.387,,,1,4,1138,,0.71,,,,
27.033,-111.401,,,1,4,1107,,0.71,,,,
27.023,-111.411,,,1,4,1077,,0.71,,,,
27.043,-111.377,,,1,4,910,,0.71,,,,
27.016,-111.399,,,1,4,897,,0.71,,,,
27,-111.423,,,1,4,881,,0.71,,,,
27.024,-111.391,,,1,4,864,,0.71,,,,
27.029,-111.407,,,1,4,861,,0.71,,,,
27.05,-111.378,,,1,4,854,,0.71,,,,
27.03,-111.39,,,1,4,842,,0.71,,,,
27.025,-111.41,,,1,4,831,,0.71,,,,
27.041,-111.373,,,0,4,826,,0.71,,,,
27.006,-111.408,,,1,3,809,,0.71,,,,
27.04,-111.383,,,1,4,792,,0.71,,,,
27.031,-111.406,,,1,4,791,,0.71,,,,
27.032,-111.389,,,1,4,758,,0.71,,,,
27.049,-111.388,,,1,4,750,,0.71,,,,
27.026,-111.421,,,1,4,730,,0.71,,,,
27.027,-111.409,,,1,4,702,,0.71,,,,
27.005,-111.404,,,1,3,691,,0.71,,,,
27.025,-111.388,,,1,4,683,,0.71,,,,
27.048,-111.368,,,0,4,673,,0.71,,,,
27.026,-111.393,,,1,4,634,,0.71,,,,
27.039,-111.39,,,1,4,622,,0.71,,,,
27.038,-111.406,,,1,4,610,,0.71,,,,
27.041,-111.407,,,0,4,598,,0.71,,,,
27.008,-111.415,,,1,3,559,,0.71,,,,
27.052,-111.38,,,1,4,542,,0.71,,,,
27.026,-111.386,,,1,4,520,,0.71,,,,
27.014,-111.418,,,1,4,519,,0.71,,,,
27.045,-111.392,,,1,4,518,,0.71,,,,
23.4766,-108.3159,,1,4,11,514,9,0.83,,,,1
23.4828,-108.3256,,1,4,11,488,11,0.76,,,,1
23.4781,-108.3149,,,,,474,10,0.8,,,,1
27.033,-111.385,,,1,4,462,,0.71,,,,
27.057,-111.369,,,1,4,461,,0.71,,,,
23.4777,-108.3175,,1,4,11,460,7,0.87,,,,1
23.4828,-108.3118,,1,4,11,454,8,0.84,,,,1
27.033,-111.412,,,1,4,446,,0.71,,,,
23.4756,-108.3143,,,,,445,9,0.8,,,,1
27.036,-111.376,,,1,4,428,,0.71,,,,
27.017,-111.394,,,1,4,423,,0.71,,,,
27.046,-111.364,,,1,4,423,,0.71,,,,
23.4859,-108.3304,,1,4,11,421,9,0.81,,,,1
27.008,-111.42,,,1,3,420,,0.71,,,,
23.4891,-108.3353,,,,,415,7,0.82,,,,1
27.039,-111.394,,,1,4,414,,0.71,,,,
23.4787,-108.3191,,,,,402,6,0.83,,,,1
23.4746,-108.3127,,1,4,11,401,10,0.81,,,,1
23.4647,-108.2973,,1,4,11,395,9,0.82,,,,1
23.4751,-108.3169,,1,4,11,390,9,0.83,,,,1
27.046,-111.405,,,1,4,386,,0.71,,,,
23.4705,-108.32,,,,,381,10,0.8,,,,1
27.038,-111.379,,,1,4,379,,0.71,,,,
27.009,-111.422,,,1,3,375,,0.71,,,,
27.003,-111.397,,,0,3,366,,0.71,,,,
27.016,-111.42,,,1,4,365,,0.71,,,,
26.997,-111.407,,,1,4,360,,0.71,,,,
27.021,-111.422,,,1,4,357,,0.71,,,,
27.036,-111.393,,,1,4,347,,0.71,,,,
23.4922,-108.3401,,1,4,11,346,11,0.81,,,,1
23.4573,-108.2857,,1,4,11,337,11,0.76,,,,1
27.001,-111.39,,,0,3,333,,0.71,,,,
23.4952,-108.3449,,1,4,11,330,9,0.79,,,,1
27.021,-111.375,,,0,2,314,,0.71,,,,
27.014,-111.424,,,1,4,311,,0.71,,,,
27.037,-111.369,,,0,4,310,,0.71,,,,
27.002,-111.425,,,0,4,304,,0.71,,,,
23.4659,-108.3221,,1,4,11,301,9,0.84,,,,1
23.4673,-108.3014,,1,4,11,301,9,0.83,,,,1
27.042,-111.396,,,1,4,299,,0.71,,,,
27.029,-111.423,,,0,4,290,,0.71,,,,
27.033,-111.374,,,1,4,288,,0.71,,,,
27.046,-111.408,,,1,4,273,,0.71,,,,
23.4704,-108.3063,,,,,272,9,0.81,,,,1
27.037,-111.409,,,1,4,272,,0.71,,,,
27.034,-111.378,,,0,4,258,,0.71,,,,
23.4631,-108.2948,,,,11,254,11,0.79,,,,1
27.027,-111.383,,,1,4,251,,0.71,,,,
23.4531,-108.2792,,,,11,244,11,0.8,,,,1
27.044,-111.401,,,1,3,244,,0.71,,,,
27.047,-111.4,,,1,4,231,,0.71,,,,
27.055,-111.38,,,1,4,224,,0.71,,,,
27.027,-111.379,,,0,4,219,,0.71,,,,
27.045,-111.397,,,1,4,217,,0.71,,,,
27.025,-111.372,,,0,3,210,,0.71,,,,
23.4449,-108.2664,,1,4,11,206,10,0.79,,,,1
27.006,-111.427,,,1,4,202,,0.71,,,,
23.449,-108.2728,,1,4,11,185,10,0.79,,,,1
23.4983,-108.3497,,1,4,11,173,11,0.77,,,,1
27.047,-111.395,,,1,4,163,,0.71,,,,
27.028,-111.372,,,1,3,161,,0.71,,,,
27.034,-111.395,,,1,4,142,,0.71,,,,
27.044,-111.416,,,0,4,93,,0.71,,,,
27.051,-111.391,,,1,4,78,,0.71,,,,
27.03,-111.418,,,1,4,71,,0.71,,,,
27.02,-111.379,,,1,4,43,,0.71,,,,
27.018,-111.388,,,2,4,39,,0.71,,,,
27.019,-111.383,,,2,4,35,,0.71,,,,
27.021,-111.386,,,-9,4,9,,0.71,,,,
27.034,-111.392,,,,,,,0.72,,,,
28.4633,34.6032,-865,,,,,10,1.07,,,82,1
28.1733,34.5533,-1280,,,,,10,1.07,,,77,1
28.4472,34.6712,-1250,,,,,10,1.07,,,74,1
28.7305,34.7288,-1455,,,,,10,1.07,,,72,1
28.7207,34.7182,-1480,,,,,10,1.07,,,70,1
28.7162,34.7168,-1470,,,,,10,1.07,,,67,1
28.7288,34.7298,-1460,,,,,10,1.07,,,66,1
29.0597,34.7368,-790,,,,,10,1.07,,,58,1
29.0983,34.7647,-905,,,,,10,1.07,,,56,1
28.742,34.7298,-1435,,,,,10,1.07,,,54,1
29.1157,34.8312,-915,,,,,10,1.07,,,52,1
29.1087,34.8073,-915,,,,,10,1.07,,,51,1
29.0852,34.7628,-855,,,,,10,1.07,,,50,1
28.1703,34.5503,-1280,,,,,10,1.07,,,48,1
29.3767,34.8167,-196,,,,15,,1.1,,,,1
29.5117,34.9556,-267,,,,-31,,1.18,,,,1
29.36,34.835,-322,,,,-31,,1.08,,,,1
-5.84,10.3767,-2413,,,30,141,,,,,103,
-6.34,10.47,-2576,,,147,138,,,,,102,
-5.885,10.3767,-2408,,,60,136,,,,,100,
-5.93,10.4233,-2495,,,1,134,,,,,97,
-5.8383,10.515,-2117,,,114,133,,,,,97,
-6.615,10.47,-2894,,,180,133,,,,,95,
-4.735,12.0983,-90,,,,,,3.86,,,94,1
-4.12,11.2283,-221,,,,,,2.44,,,93,1
-4.1367,11.2283,-294,,,,,,2.74,,,93,1
-4.805,12.1083,-29,,,,,,2.92,,,93,1
-4.1183,11.24,-221,,,,,,3.35,,,93,1
-4.1,11.225,-294,,,,,,2.42,,,93,1
-4.66,12.1833,-77,,,,,,2.45,,,93,1
-4.1067,11.2533,-221,,,,,,2.84,,,93,1
-4.1683,11.1917,-643,,,,,,1.34,,,92,1
-4.8333,12.1183,-30,,,,,,2.5,,,92,1
-4.1067,11.15,-613,,,,,,1.21,,,92,1
-4.8533,12.155,-29,,,,,,4.37,,,91,1
-4.045,11.1967,-295,,,,,,2.39,,,91,1
-4.2283,11.23,-625,,,,,,0.86,,,89,1
-4.2283,11.2017,-617,,,,,,1.21,,,88,1
-4.005,11.1467,-352,,,,,,1.28,,,87,1
-4.26,11.3583,-621,,,,,,1.31,,,86,1
-3.995,11.1433,-483,,,,,,1.73,,,86,1
-6.1583,10.5617,-2263,,,598,122,,,,,85,
-4.7683,11.97,-640,,,,,,1.3,,,84,1
-4.25,11.4567,-138,,,,,,4.58,,,84,1
-4.8017,11.9717,-368,,,,,,1.22,,,84,1
-4.7333,11.9733,-642,,,,,,1.32,,,84,1
-4.8317,11.98,-380,,,,,,2.43,,,84,1
-4.8433,11.635,-462,,,,,,1.01,,,83,1
-4.8483,11.645,-462,,,,,,1.4,,,83,1
-4.2133,11.1067,-610,,,,,,1.16,,,83,1
-4.2133,11.1067,-605,,,,,,1.19,,,83,1
-4.8733,11.6583,-498,,,,,,0.98,,,83,1
-4.91,11.63,-398,,,,,,1.18,,,83,1
-4.9167,11.6117,-416,,,,,,2.12,,,83,1
-4.925,11.6417,-398,,,,,,1.18,,,82,1
-4.06,11.3783,-307,,,,,,2.86,,,82,1
-4.86,11.5667,-605,,,,,,0.85,,,82,1
-4.9383,11.6467,-398,,,,,,1.17,,,82,1
-4.8767,11.7017,-402,,,,,,1.09,,,82,1
-4.935,11.66,-625,,,,,,0.86,,,82,1
-4.8967,11.695,-402,,,,,,1.08,,,82,1
-4.8917,11.7017,-343,,,,,,1.2,,,82,1
-4.9383,11.5617,-414,,,,,,1.67,,,82,1
-4.9533,11.65,-625,,,,,,0.86,,,82,1
-4.89,11.71,-294,,,,,,1.88,,,81,1
-4.9367,11.6867,-600,,,,,,0.84,,,81,1
-4.7067,11.9467,-642,,,,,,1.32,,,81,1
-4.8567,11.7533,-732,,,,,,0.75,,,81,1
-4.215,11.5533,-909,,,,,,0.71,,,81,1
-4.7217,11.9267,-632,,,,,,1.25,,,80,1
-5,11.6117,-447,,,,,,1.04,,,80,1
-4.9683,11.54,-382,,,,,,1.15,,,80,1
-4.9867,11.5533,-519,,,,,,0.96,,,80,1
-5.01,11.6117,-461,,,,,,1.43,,,80,1
-4.315,11.2233,-622,,,,,,1.22,,,80,1
-4.98,11.5383,-443,,,,,,1.44,,,80,1
-4.7333,11.565,-605,,,,,,0.85,,,80,1
-4.6883,11.6567,-625,,,,,,0.86,,,79,1
-4.44,11.505,-446,,,,,,1.83,,,79,1
-4.7683,11.8517,-131,,,,,,4.4,,,79,1
-5.0167,11.6483,-552,,,,,,1.73,,,79,1
-4.8683,11.5033,-495,,,,,,1,,,79,1
-5.0283,11.5717,-599,,,,,,0.87,,,79,1
-4.66,11.65,-363,,,,,,1.8,,,79,1
-4.6767,11.9383,-640,,,,,,1.31,,,79,1
-5.025,11.65,-463,,,,,,1.06,,,79,1
-4.5183,11.595,-380,,,,,,2.3,,,79,1
-4.5217,11.5833,-434,,,,,,2.2,,,78,1
-4.92,11.495,-620,,,,,,1.19,,,78,1
-4.8833,11.4933,-477,,,,,,0.98,,,78,1
-4.6317,11.6267,-375,,,,,,1.9,,,78,1
-4.6933,11.7217,-641,,,,,,1.33,,,78,1
-4.5783,11.6233,-465,,,,,,2.03,,,78,1
-5.0383,11.6533,-496,,,,,,1.51,,,78,1
-5.0383,11.5483,-422,,,,,,1.08,,,78,1
-4.315,11.1833,-625,,,,,,1.24,,,78,1
-5.0333,11.6667,-496,,,,,,1.6,,,78,1
-5.0583,11.6233,-364,,,,,,1.18,,,77,1
-5.0417,11.545,-520,,,,,,0.93,,,77,1
-4.9983,11.505,-485,,,,,,0.97,,,77,1
-5.05,11.5467,-419,,,,,,1.13,,,77,1
-4.0617,11.445,-403,,,,,,2.31,,,77,1
-4.7017,11.8383,-447,,,,,,2.21,,,77,1
-4.805,11.485,-625,,,,,,0.86,,,76,1
-5.0033,11.725,-425,,,,,,1.08,,,76,1
-4.5467,12.09,-635,,,,,,1.27,,,76,1
-3.9,11.2167,-196,,,,,,3.68,,,76,1
-6.5683,10.5167,-2632,,,76,107,,,,,76,
-5.3767,12.2733,-450,,,,,,2.2,,,76,1
-4.6883,11.8083,-339,,,,,,2.66,,,76,1
-5.09,11.63,-379,,,,,,1.16,,,76,1
-4.9067,11.8683,-620,,,,,,1.19,,,76,1
-4.685,11.8067,-303,,,,,,2.59,,,76,1
-5.385,12.3667,-457,,,,,,2.1,,,76,1
-4.2067,11.0333,-618,,,,,,1.18,,,76,1
-5.3233,12.255,-585,,,,,,0.88,,,76,1
-4.6767,11.8017,-339,,,,,,2.32,,,75,1
-4.8133,11.4667,-615,,,,,,0.85,,,75,1
-4.9917,11.76,-466,,,,,,1,,,75,1
-5.3417,12.4117,-555,,,,,,0.93,,,75,1
-5.8833,10.6533,-2168,,,1619,99,,,,,75,
-4.7917,11.465,-610,,,,,,0.85,,,74,1
-5.225,12.3617,-472,,,,,,1.95,,,74,1
-4.1533,11.6167,-606,,,,,,1.21,,,74,1
-7.34,12.5867,-585,,,,,,0.87,,,74,1
-5.135,11.6083,-410,,,,,,1.1,,,74,1
-6.3867,10.47,-2552,,,111,104,,,,,74,
-7.3083,12.5817,-586,,,,,,0.87,,,74,1
-5.2967,12.4283,-465,,,,,,2.04,,,74,1
-4.81,11.4517,-630,,,,,,1.23,,,74,1
-5.9767,10.33,-2713,,,472,102,,,,,73,
-6.9417,12.4233,-448,,,,,,1.02,,,73,1
-4.8617,11.435,-390,,,,,,1.12,,,73,1
-6.295,10.6083,-2197,,,130,105,,,,,73,
-5.1567,11.63,-451,,,,,,1.05,,,73,1
-7.0233,12.4583,-482,,,,,,0.99,,,73,1
-6.925,12.415,-448,,,,,,1.02,,,73,1
-4.7967,11.4483,-625,,,,,,0.86,,,73,1
-6.9317,12.4383,-448,,,,,,1.03,,,73,1
-4.6517,11.48,-618,,,,,,1.19,,,73,1
-6.9733,12.405,-450,,,,,,2.2,,,73,1
-5.1167,11.6917,-489,,,,,,1.5,,,73,1
-5.4417,12.2417,-533,,,,,,1.4,,,73,1
-5.1283,11.6833,-511,,,,,,0.96,,,73,1
-6.8983,12.4133,-540,,,,,,0.95,,,72,1
-5.0817,11.7283,-678,,,,,,1.07,,,72,1
-5.0517,11.455,-613,,,,,,0.85,,,72,1
-6.9433,12.465,-448,,,,,,1.03,,,72,1
-6.9033,12.4383,-525,,,,,,0.98,,,72,1
-4.7433,10.5117,-2524,,,4,89,,,,,72,
-4.5,11.4183,-347,,,,,,1.95,,,72,1
-6.9533,12.3783,-450,,,,,,2.2,,,72,1
-7.085,12.4783,-448,,,,,,1.01,,,72,1
-5.17,11.6717,-531,,,,,,0.93,,,72,1
-7.05,12.43,-313,,,,,,2.39,,,72,1
-4.245,11.03,-615,,,,,,1.17,,,72,1
-6.9367,12.3683,-448,,,,,,1,,,72,1
-6.8933,12.3667,-525,,,,,,0.98,,,71,1
-5.93,10.3767,-2484,,,409,98,,,,,71,
-5.02,11.7917,-425,,,,,,1.63,,,71,1
-6.9717,12.375,-495,,,,,,1.69,,,71,1
-5.5633,11.0683,-1301,,,7,91,,,,,71,
-6.8583,12.3933,-525,,,,,,0.98,,,71,1
-6.9067,12.3583,-525,,,,,,0.98,,,71,1
-4.5183,11.42,-347,,,,,,1.95,,,71,1
-5.23,11.63,-607,,,,,,1.14,,,71,1
-5.2317,11.6117,-610,,,,,,0.85,,,71,1
-6.8533,12.41,-540,,,,,,0.95,,,71,1
-4.445,11.335,-479,,,,,,1.01,,,71,1
-4.5,11.4,-347,,,,,,1.95,,,71,1
-6.8667,12.355,-448,,,,,,1.02,,,71,1
-7.0467,12.4083,-471,,,,,,0.99,,,71,1
-4.535,11.425,-347,,,,,,1.86,,,71,1
-5.5117,12.3317,-548,,,,,,1.32,,,71,1
-7.2183,12.5317,-452,,,,,,1.01,,,71,1
-5.0533,11.7767,-424,,,,,,1.06,,,71,1
-5.1967,11.6967,-607,,,,,,0.85,,,70,1
-7.0083,12.3783,-448,,,,,,1,,,70,1
-7.1217,12.4667,-448,,,,,,1,,,70,1
-5.7933,10.6533,-2175,,,1100,95,,,,,70,
-7.065,12.4133,-425,,,,,,2.09,,,70,1
-7.065,12.4133,-448,,,,,,1.04,,,70,1
-4.515,11.4017,-359,,,,,,1.22,,,70,1
-6.9267,12.3417,-448,,,,,,1.06,,,70,1
-6.9583,12.5083,-525,,,,,,0.98,,,70,1
-5.105,11.7517,-531,,,,,,1.75,,,70,1
-5.22,11.7017,-648,,,,,,0.81,,,70,1
-5.2783,12.1683,-585,,,,,,0.87,,,70,1
-4.3133,11.08,-600,,,,,,0.85,,,70,1
-4.3133,11.08,-605,,,,,,0.86,,,70,1
-5.2767,11.595,-541,,,,,,0.94,,,70,1
-6.8733,12.3317,-448,,,,,,1.01,,,70,1
-4.7917,11.4117,-607,,,,,,0.85,,,69,1
-4.79,10.4667,-2638,,,185,86,,,,,69,
