Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
-5.055,11.7917,-424,,,,,,2.25,,,69,1
-4.2633,11.7817,-471,,,,,,1.65,,,69,1
-5.2267,11.7117,-648,,,,,,0.81,,,69,1
-5.185,11.7233,-678,,,,,,0.79,,,69,1
-5.245,11.5583,-541,,,,,,0.92,,,69,1
-7.1333,12.4583,-480,,,,,,1.9,,,69,1
-4.7217,11.425,-409,,,,,,2.22,,,69,1
-4.7533,11.4183,-409,,,,,,2.03,,,69,1
-4.3817,11.1733,-610,,,,,,1.14,,,69,1
-4.6317,11.4333,-611,,,,,,1.17,,,69,1
-6.84,12.435,-421,,,,,,1.04,,,69,1
-4.42,11.2483,-618,,,,,,1.18,,,69,1
-6.9633,12.3417,-448,,,,,,1.02,,,69,1
-5.5633,11.115,-1284,,,97,88,,,,,69,
-4.5833,11.4233,-605,,,,,,0.85,,,69,1
-5.3167,11.595,-538,,,,,,0.91,,,69,1
-5.0083,11.8567,-487,,,,,,2.02,,,69,1
-6.825,12.425,-415,,,,,,1.09,,,69,1
-4.6517,11.4283,-603,,,,,,0.86,,,69,1
-4.9233,11.3817,-607,,,,,,0.85,,,69,1
-4.975,11.3817,-610,,,,,,0.85,,,68,1
-5.185,11.74,-343,,,,,,1.89,,,68,1
-5.2483,11.5383,-530,,,,,,0.92,,,68,1
-5.1583,12.1717,-610,,,,,,1.33,,,68,1
-4.7467,11.41,-409,,,,,,2.24,,,68,1
-5.285,11.5517,-543,,,,,,0.9,,,68,1
-5.0583,11.8133,-466,,,,,,1.57,,,68,1
-7.0717,12.3883,-412,,,,,,1.08,,,68,1
-4.7567,11.4017,-409,,,,,,2.02,,,68,1
-4.7333,11.4067,-421,,,,,,2.27,,,68,1
-5.1217,11.4333,-605,,,,,,0.83,,,68,1
-6.9367,12.315,-448,,,,,,1.03,,,67,1
-6.0667,10.515,-2395,,,499,96,,,,,67,
-4.4767,11.815,-60,,,,,,3.9,,,67,1
-5.1817,11.7583,-487,,,,,,0.99,,,67,1
-5.5483,12.2933,-465,,,,,,2.01,,,67,1
-6.9917,12.3333,-448,,,,,,1.01,,,67,1
-6.7333,12.3267,-585,,,,,,0.87,,,67,1
-5.1617,12.51,-450,,,,,,2.2,,,67,1
-7.1217,12.4183,-457,,,,,,2.13,,,67,1
-6.8817,12.295,-448,,,,,,1.02,,,67,1
-5.065,11.825,-432,,,,,,1.51,,,67,1
-5.065,11.825,-432,,,,,,1.54,,,67,1
-5.3033,11.5333,-521,,,,,,0.93,,,67,1
-5.5317,12.23,-472,,,,,,1.92,,,67,1
-4.79,10.5583,-2481,,,1,82,,,,,67,
-4.6533,10.235,-2941,,,224,82,,,,,66,
-5.055,11.84,-432,,,,,,1.03,,,66,1
-5.175,11.775,-521,,,,,,0.95,,,66,1
-4.6533,10.2817,-2882,,,148,82,,,,,66,
-6.7483,12.3917,-585,,,,,,0.87,,,66,1
-6.6367,12.29,-570,,,,,,0.89,,,66,1
-6.6033,12.2817,-592,,,,,,0.86,,,66,1
-5.06,11.845,-432,,,,,,1.07,,,66,1
-7.6417,12.7,-525,,,,,,0.97,,,66,1
-5.1967,11.7817,-508,,,,,,1.45,,,66,1
-5.8833,10.7,-2168,,,443,85,,,,,66,
-7.0083,12.3267,-448,,,,,,1.03,,,66,1
-6.0217,10.4683,-2370,,,87,91,,,,,66,
-4.825,11.3633,-605,,,,,,0.85,,,65,1
-6.9683,12.3033,-525,,,,,,0.98,,,65,1
-6.1583,10.4233,-2598,,,89,88,,,,,65,
-6.295,10.3767,-2885,,,36,87,,,,,65,
-5.08,11.8433,-481,,,,,,0.98,,,65,1
-7.2533,12.4667,-448,,,,,,1.07,,,65,1
-7.1617,12.42,-448,,,,,,1.03,,,65,1
-7.1617,12.42,-525,,,,,,0.97,,,65,1
-4.435,11.19,-600,,,,,,1.16,,,65,1
-4.54,11.34,-615,,,,,,1.17,,,65,1
-4.745,10.4667,-2670,,,245,80,,,,,64,
-4.4667,11.245,-610,,,,,,1.14,,,64,1
-7.125,12.3883,-448,,,,,,1.05,,,64,1
-4.5667,11.3533,-610,,,,,,0.85,,,64,1
-6.5483,12.1733,-585,,,,,,0.87,,,64,1
-5.14,12.1167,-472,,,,,,1.93,,,64,1
-4.5833,11.3617,-445,,,,,,1.05,,,64,1
-4.6983,10.235,-2948,,,43,80,,,,,64,
-7.0667,12.3483,-561,,,,,,1.4,,,64,1
-5.6317,12.435,-465,,,,,,2.01,,,64,1
-6.295,10.4233,-2731,,,360,86,,,,,64,
-5.8567,12.49,-465,,,,,,2.01,,,64,1
-7.0983,12.3683,-483,,,,,,1.03,,,64,1
-4.4783,11.2567,-605,,,,,,1.12,,,64,1
-4.535,11.3267,-615,,,,,,1.18,,,64,1
-6.0217,10.515,-2372,,,231,89,,,,,64,
-4.46,11.22,-605,,,,,,0.86,,,64,1
-4.48,11.2533,-610,,,,,,1.14,,,64,1
-6.8367,12.2467,-439,,,,,,1.02,,,64,1
-5.7933,10.6067,-2259,,,1284,87,,,,,63,
-5.8383,10.6533,-2196,,,1043,84,,,,,63,
-4.6533,10.3267,-2865,,,5,78,,,,,63,
-6.3417,10.4233,-2692,,,1098,85,,,,,63,
-6.8917,12.5333,-421,,,,,,1.14,,,63,1
-4.4983,11.265,-600,,,,,,1.1,,,63,1
-7.1167,12.3683,-694,,,,,,1.06,,,63,1
-4.61,11.3517,-445,,,,,,2.23,,,63,1
-4.6983,10.605,-2382,,,213,77,,,,,63,
-4.5183,11.285,-605,,,,,,1.15,,,62,1
-6.365,12.385,-450,,,,,,2.2,,,62,1
-6.25,10.47,-2633,,,363,85,,,,,62,
-4.5117,11.2717,-605,,,,,,0.85,,,62,1
-4.6183,11.3467,-502,,,,,,0.96,,,62,1
-4.43,11.14,-605,,,,,,0.85,,,62,1
-7.2633,12.4433,-448,,,,,,1.01,,,62,1
-7.0717,12.3317,-374,,,,,,2.04,,,62,1
-5.1533,10.745,-2099,,,1102,78,,,,,62,
-4.6183,11.3433,-426,,,,,,1.85,,,62,1
-5.9267,11.4867,-1483,,,953,79,,,,,62,
-4.4617,11.18,-615,,,,,,1.17,,,62,1
-5.6667,12.3917,-465,,,,,,2.01,,,61,1
-6.0667,10.84,-1830,,,82,87,,,,,61,
-7.1717,12.3883,-448,,,,,,1.01,,,61,1
-7.0983,12.3383,-516,,,,,,0.94,,,61,1
-5.38,11.4633,-603,,,,,,0.83,,,61,1
-6.4017,12.2217,-510,,,,,,1.56,,,61,1
-5.0183,10.1433,-3090,,,604,78,,,,,61,
-5.5767,12.1817,-465,,,,,,2.01,,,61,1
-5.7717,12.435,-465,,,,,,2.01,,,61,1
-5.7017,10.4683,-2407,,,434,82,,,,,61,
-6.0667,10.5617,-2422,,,332,87,,,,,60,
-5.29,10.93,-1812,,,1985,75,,,,,60,
-7.6717,11.7867,-504,,,,,,0.92,,,60,1
-7.1267,12.35,-465,,,,,,2.03,,,60,1
-5.93,10.33,-2669,,,3,82,,,,,60,
-4.835,10.42,-2706,,,276,75,,,,,60,
-4.79,10.5117,-2609,,,2,75,,,,,60,
-5.5767,12.1717,-600,,,,,,0.85,,,60,1
-4.9733,10.1433,-3083,,,737,77,,,,,60,
-6.1583,10.285,-2900,,,12,81,,,,,60,
-6.78,11.2667,-577,,,,,,0.85,,,60,1
-5.93,10.2833,-2683,,,300,82,,,,,60,
-5.8367,11.07,-1788,,,108,79,,,,,60,
-4.6533,10.1883,-3063,,,244,74,,,,,60,
-5.3467,11.6217,-593,,,,,,0.85,,,60,1
-5.3467,11.6217,-600,,,,,,0.84,,,60,1
-7.2033,12.3917,-448,,,,,,1.02,,,60,1
-4.6533,10.5117,-2549,,,1,73,,,,,59,
-5.4217,12.065,-593,,,,,,0.86,,,59,1
-4.9267,10.1433,-3105,,,1403,75,,,,,59,
-4.6983,10.6967,-2084,,,4,73,,,,,59,
-5.3467,12.0617,-585,,,,,,1.15,,,59,1
-4.9267,10.4667,-2601,,,543,74,,,,,59,
-4.8367,10.1883,-3011,,,191,74,,,,,59,
-6.3467,12.24,-525,,,,,,0.98,,,59,1
-4.6983,10.3267,-2833,,,80,74,,,,,59,
-5.7917,10.885,-2209,,,1031,78,,,,,59,
-5.2417,11.3683,-605,,,,,,0.82,,,59,1
-6.4317,10.47,-2690,,,738,86,,,,,59,
-6.615,10.5167,-2991,,,183,83,,,,,59,
-4.835,10.605,-2395,,,1,73,,,,,59,
-5.3133,11.74,-570,,,,,,0.89,,,59,1
-5.9767,10.3767,-2550,,,948,81,,,,,59,
-4.8817,10.1883,-3074,,,97,74,,,,,59,
-4.88,10.605,-2401,,,3,73,,,,,59,
-4.6983,10.42,-2748,,,2,73,,,,,59,
-4.6533,10.42,-2718,,,1,73,,,,,59,
-5.3667,11.66,-593,,,,,,0.85,,,59,1
-5.3667,11.66,-593,,,,,,0.85,,,59,1
-5.3667,11.66,-600,,,,,,0.84,,,59,1
-5.915,12.38,-465,,,,,,2.01,,,59,1
-4.7117,11.3033,-611,,,,,,0.85,,,59,1
-5.3683,11.66,-593,,,,,,0.85,,,59,1
-6.4067,12.1783,-457,,,,,,2.1,,,58,1
-7.235,12.395,-448,,,,,,1.05,,,58,1
-7.0517,12.2867,-450,,,,,,2.21,,,58,1
-5.7483,10.4683,-2456,,,194,80,,,,,58,
-5.3367,10.93,-1769,,,1016,72,,,,,58,
-7.3,12.415,-447,,,,,,1.04,,,58,1
-5.2917,11.3817,-563,,,,,,0.87,,,58,1
-6.25,10.2383,-3003,,,1944,78,,,,,58,
-5.1083,10.79,-2090,,,284,73,,,,,58,
-4.6517,10.6967,-2044,,,3,71,,,,,58,
-7.7133,11.8167,-501,,,,,,0.92,,,58,1
-5.3483,10.9267,-600,,,,,,0.82,,,58,1
-4.745,10.1433,-3135,,,194,72,,,,,58,
-5.415,12.0483,-585,,,,,,1.15,,,58,1
-6.1583,10.3767,-2732,,,953,78,,,,,58,
-4.9717,10.42,-2645,,,914,73,,,,,58,
-5.36,11.4033,-563,,,,,,0.86,,,58,1
-5.3083,11.38,-539,,,,,,0.89,,,58,1
-6.795,12.5167,-379,,,,,,1.1,,,58,1
-4.8367,10.0967,-3201,,,5,72,,,,,58,
-7.155,12.3433,-465,,,,,,2.01,,,58,1
-4.5117,11.1683,-620,,,,,,0.85,,,57,1
-7.5417,11.85,-503,,,,,,0.93,,,57,1
-5.3383,10.2817,-2805,,,2534,75,,,,,57,
-5.0183,10.19,-3011,,,359,73,,,,,57,
-4.8817,10.5583,-2505,,,180,71,,,,,57,
-4.745,10.3267,-2840,,,694,71,,,,,57,
-6.3417,10.3767,-2894,,,167,77,,,,,57,
-7.4867,11.6417,-506,,,,,,0.92,,,57,1
-6.735,11.625,-570,,,,,,0.87,,,57,1
-5.1533,10.79,-2089,,,536,71,,,,,57,
-5.3467,11.7533,-593,,,,,,0.86,,,57,1
-6.2967,12.235,-510,,,,,,1.56,,,57,1
-5.4233,11.4083,-795,,,,,,0.68,,,57,1
-5.0167,10.8367,-2043,,,907,70,,,,,57,
-6.0667,10.3767,-2734,,,757,76,,,,,57,
-5.0183,10.42,-2639,,,106,72,,,,,57,
-5.66,12.2583,-495,,,,,,1.7,,,56,1
-5.2183,11.7817,-577,,,,,,0.88,,,56,1
-4.8817,10.4667,-2599,,,26,70,,,,,56,
-7.525,12.4717,-585,,,,,,0.86,,,56,1
-4.4083,11.035,-610,,,,,,0.85,,,56,1
-4.9267,10.3733,-2744,,,556,71,,,,,56,
-4.8817,10.0967,-3191,,,1633,71,,,,,56,
-5.9267,11.44,-1399,,,140,71,,,,,56,
-4.9717,10.5133,-2529,,,418,70,,,,,56,
-6.825,11.945,-465,,,,,,2.01,,,56,1
-7.6917,11.7217,-504,,,,,,0.92,,,56,1
-4.9267,10.1883,-3034,,,546,71,,,,,56,
-4.79,10.0967,-3190,,,304,70,,,,,56,
-5.52,12.0467,-570,,,,,,0.89,,,56,1
-5.9767,10.2833,-2852,,,884,78,,,,,56,
-5.93,10.515,-2316,,,253,78,,,,,56,
-5.0633,10.5133,-2550,,,129,71,,,,,56,
-4.8817,10.1433,-3141,,,1025,71,,,,,56,
-5.1083,10.7433,-2129,,,1101,70,,,,,56,
-7.6583,11.7517,-502,,,,,,0.93,,,56,1
-7.545,11.83,-504,,,,,,0.93,,,56,1
-7.5617,11.575,-507,,,,,,0.91,,,56,1
-4.565,11.1967,-412,,,,,,1.07,,,56,1
-5.9917,12.32,-495,,,,,,1.7,,,56,1
-6.2033,10.6083,-2171,,,132,80,,,,,56,
-5.8367,10.9783,-2131,,,1821,74,,,,,56,
-4.9733,10.19,-3037,,,480,71,,,,,56,
-4.9267,10.0967,-3179,,,1344,71,,,,,56,
-7.6567,11.7233,-503,,,,,,0.92,,,56,1
-4.5833,11.2117,-441,,,,,,1.05,,,56,1
-5.305,11.7883,-585,,,,,,0.87,,,56,1
-5.8833,11.1167,-1839,,,366,74,,,,,56,
-4.8817,10.05,-3224,,,4,70,,,,,56,
-5.0167,10.79,-2101,,,702,69,,,,,56,
-5.6833,12.285,-488,,,,,,1.76,,,56,1
-4.6417,11.2467,-516,,,,,,0.98,,,56,1
-6.1583,10.33,-2711,,,1231,75,,,,,56,
-4.745,10.3733,-2771,,,61,69,,,,,56,
-4.6983,10.1883,-3115,,,122,69,,,,,56,
-5.11,10.375,-2689,,,803,71,,,,,56,
-5.6233,12.1567,-592,,,,,,0.86,,,56,1
-4.745,10.42,-2757,,,324,69,,,,,56,
-5.4083,11.66,-600,,,,,,0.84,,,56,1
-4.9267,10.5133,-2548,,,1052,69,,,,,55,
-7.6467,11.7183,-507,,,,,,0.92,,,55,1
-7.6483,11.7183,-507,,,,,,0.92,,,55,1
-5.7483,10.375,-2551,,,750,75,,,,,55,
-5.245,10.79,-2010,,,251,70,,,,,55,
-4.8367,10.235,-2997,,,1326,69,,,,,55,
-4.6417,11.2367,-713,,,,,,0.75,,,55,1
-5.225,11.8,-585,,,,,,0.87,,,55,1
-5.2917,10.6517,-2207,,,170,70,,,,,55,
-7.4267,12.2033,-570,,,,,,0.88,,,55,1
-5.0183,10.5133,-2538,,,1096,70,,,,,55,
-4.9267,10.5583,-2467,,,376,69,,,,,55,
-5.2433,11.8067,-585,,,,,,1.15,,,55,1
-7.645,11.6533,-505,,,,,,0.92,,,55,1
-5.3683,11.2883,-594,,,,,,0.83,,,55,1
-5.54,10.7667,-605,,,,,,0.82,,,55,1
-5.0183,10.235,-2979,,,1422,70,,,,,55,
-4.9733,10.235,-2973,,,617,70,,,,,55,
-4.9267,10.42,-2696,,,1321,69,,,,,55,
-4.5817,11.185,-597,,,,,,0.85,,,55,1
-5.4167,11.6583,-593,,,,,,0.85,,,55,1
-5.0183,10.2817,-2865,,,22,70,,,,,55,
-5.0167,10.7433,-2150,,,176,68,,,,,55,
-4.9267,10.235,-2992,,,771,69,,,,,55,
-4.79,10.235,-3003,,,168,68,,,,,55,
-4.745,10.1883,-3119,,,79,68,,,,,55,
-5.2417,11.8117,-593,,,,,,0.86,,,55,1
-5.4183,11.6983,-600,,,,,,0.84,,,55,1
-5.0633,10.8367,-2036,,,1378,68,,,,,55,
-4.8817,10.5133,-2561,,,954,68,,,,,55,
-7.67,11.7017,-507,,,,,,0.92,,,55,1
-4.79,10.1433,-3170,,,454,68,,,,,55,
-4.9717,10.5583,-2495,,,87,68,,,,,54,
-4.7,10.1433,-3132,,,86,67,,,,,54,
-5.2417,11.8183,-593,,,,,,0.86,,,54,1
-5.24,11.8183,-593,,,,,,0.86,,,54,1
-4.9733,10.2817,-2926,,,726,69,,,,,54,
-5.4233,11.6617,-585,,,,,,0.86,,,54,1
-5.0633,10.2817,-2886,,,1233,69,,,,,54,
-4.9733,10.3733,-2800,,,139,69,,,,,54,
-4.745,10.235,-3005,,,2,67,,,,,54,
-5.155,10.375,-2727,,,773,70,,,,,54,
-5.0633,10.7433,-2152,,,758,67,,,,,54,
-6.88,11.9267,-570,,,,,,0.89,,,54,1
-4.79,10.3267,-2849,,,671,68,,,,,54,
-4.79,10.42,-2754,,,365,67,,,,,54,
-7.475,11.5417,-508,,,,,,0.92,,,54,1
-5.11,10.42,-2645,,,1113,69,,,,,54,
-4.8817,10.42,-2712,,,1150,68,,,,,54,
-5.445,12.0017,-593,,,,,,0.86,,,54,1
-5.445,12.0017,-563,,,,,,0.91,,,54,1
-5.0183,10.4667,-2599,,,590,68,,,,,54,
-5.47,12.0017,-570,,,,,,0.89,,,54,1
-7.1033,12.2733,-428,,,,,,2.33,,,54,1
-4.7133,11.21,-613,,,,,,0.85,,,54,1
-5.0633,10.235,-2957,,,751,69,,,,,54,
-4.9717,10.4667,-2617,,,779,68,,,,,54,
-4.8367,10.2817,-2950,,,690,67,,,,,54,
-5.2517,11.83,-577,,,,,,0.89,,,54,1
-6.1583,10.6083,-2221,,,697,78,,,,,54,
-5.2917,10.5133,-2450,,,497,69,,,,,54,
-4.8817,10.3733,-2780,,,972,67,,,,,54,
-5.335,10.9767,-1747,,,260,66,,,,,54,
-4.79,10.2817,-2975,,,43,67,,,,,54,
-5.2467,11.8333,-577,,,,,,0.89,,,53,1
-5.195,11.83,-585,,,,,,0.87,,,53,1
-5.1083,10.4667,-2615,,,182,68,,,,,53,
-5.3733,11.8,-570,,,,,,0.89,,,53,1
-4.8817,10.3283,-2848,,,710,67,,,,,53,
-4.79,10.3733,-2820,,,426,66,,,,,53,
-5.11,10.19,-2987,,,105,69,,,,,53,
-5.0167,10.8833,-2015,,,39,66,,,,,53,
-7.6867,11.505,-506,,,,,,0.92,,,53,1
-5.2,10.6983,-2201,,,891,67,,,,,53,
-4.745,10.2817,-2979,,,256,66,,,,,53,
-5.0617,11.0667,-1672,,,2362,65,,,,,53,
-5.4183,11.9867,-593,,,,,,0.86,,,53,1
-5.7467,10.7917,-2349,,,1656,70,,,,,53,
-5.1067,11.1133,-1580,,,223,65,,,,,53,
-5.2517,11.8467,-465,,,,,,2.03,,,53,1
-5.2533,11.8467,-593,,,,,,0.87,,,53,1
-5.3733,11.8117,-592,,,,,,0.86,,,53,1
-5.3117,11.9833,-548,,,,,,0.93,,,53,1
-5.0633,10.3283,-2820,,,1929,67,,,,,53,
-4.9733,10.3283,-2844,,,715,67,,,,,53,
-5.1083,10.8367,-2044,,,173,66,,,,,53,
-5.885,10.515,-2362,,,390,72,,,,,53,
-5.155,10.2817,-2852,,,467,68,,,,,53,
-5.11,10.2817,-2889,,,2230,68,,,,,53,
-5.0633,10.79,-2109,,,1537,66,,,,,53,
-4.79,10.1883,-3093,,,45,65,,,,,53,
-5.155,10.3283,-2794,,,2235,68,,,,,53,
-5.245,10.6517,-2249,,,893,67,,,,,53,
-5.0633,10.4667,-2610,,,1878,67,,,,,53,
-5.245,10.6983,-2179,,,1386,66,,,,,53,
-6.2483,10.7017,-2115,,,14,76,,,,,52,
-5.8833,11.07,-1776,,,29,70,,,,,52,
-5.2,10.745,-2138,,,2029,66,,,,,52,
-5.3283,11.84,-593,,,,,,0.86,,,52,1
-4.9267,10.05,-3220,,,8,66,,,,,52,
-6.1083,11.92,-450,,,,,,2.2,,,52,1
-6.1133,10.515,-2551,,,554,72,,,,,52,
-6.25,10.285,-3136,,,61,70,,,,,52,
-5.11,10.3283,-2826,,,1871,67,,,,,52,
-5.0633,10.375,-2753,,,1466,67,,,,,52,
-5.29,10.7917,-2029,,,1230,66,,,,,52,
-5.245,10.745,-2123,,,807,66,,,,,52,
-5.0167,10.975,-1863,,,92,64,,,,,52,
-5.7933,11.535,-585,,,,,,0.86,,,52,1
-6.705,10.61,-2687,,,78,73,,,,,52,
-5.2467,10.4667,-2535,,,1215,67,,,,,52,
-5.1533,10.8833,-1954,,,426,65,,,,,52,
-5.0617,10.975,-1884,,,1607,64,,,,,52,
-5.0617,11.0217,-1819,,,2549,64,,,,,52,
-5.0167,11.0217,-1820,,,2099,64,,,,,52,
-4.4983,11.0433,-615,,,,,,1.16,,,52,1
-5.2917,10.56,-2354,,,1229,67,,,,,52,
-5.2917,10.6983,-2174,,,300,66,,,,,52,
-5.2,10.56,-2420,,,715,66,,,,,52,
-5.1083,10.8833,-1982,,,1160,65,,,,,52,
-5.2517,11.8667,-585,,,,,,0.87,,,52,1
-6.1133,10.47,-2628,,,105,71,,,,,52,
-5.245,10.605,-2331,,,87,66,,,,,52,
-5.0633,10.42,-2663,,,1538,66,,,,,52,
-5.1533,10.975,-1864,,,1607,65,,,,,52,
-5.0617,10.8833,-1997,,,2524,64,,,,,52,
-7.4517,11.5083,-520,,,,,,0.9,,,52,1
-6.7067,10.285,-3608,,,47,73,,,,,52,
-6.66,10.61,-2610,,,90,73,,,,,52,
-5.2917,10.745,-2102,,,760,66,,,,,52,
-5.2,10.8833,-1944,,,1694,65,,,,,52,
-6.2033,10.4233,-2670,,,44,71,,,,,52,
-5.11,10.235,-2954,,,178,67,,,,,52,
-5.0633,10.19,-3063,,,41,66,,,,,52,
-5.2,10.79,-2073,,,1477,65,,,,,52,
-5.1533,10.9283,-1914,,,668,64,,,,,52,
-5.1083,10.9283,-1929,,,1851,64,,,,,52,
-5.5617,11.9833,-450,,,,,,2.2,,,52,1
-4.8017,11.0083,-615,,,,,,0.83,,,52,1
-6.1067,12.0417,-585,,,,,,0.87,,,52,1
-6.5233,10.47,-2771,,,963,75,,,,,52,
-5.155,10.19,-2966,,,1132,67,,,,,52,
-5.0617,10.9283,-1948,,,1380,64,,,,,52,
-6.02,10.84,-1903,,,1143,72,,,,,52,
-5.2917,10.6067,-2308,,,1557,66,,,,,52,
-5.245,10.8367,-1988,,,957,65,,,,,52,
-4.9267,10.2817,-2956,,,121,65,,,,,52,
-5.2183,11.8833,-488,,,,,,1.76,,,51,1
-5.335,11.9583,-570,,,,,,0.89,,,51,1
-5.2983,11.9567,-585,,,,,,0.87,,,51,1
-6.95,11.8033,-593,,,,,,0.84,,,51,1
-5.19,11.9183,-502,,,,,,1.63,,,51,1
-5.3817,10.6983,-2117,,,435,66,,,,,51,
-5.3367,10.6067,-2269,,,674,66,,,,,51,
-5.29,10.8367,-1968,,,1595,65,,,,,51,
-5.2,10.8367,-2011,,,1693,65,,,,,51,
-6.095,12.2,-585,,,,,,0.87,,,51,1
-5.2,11.9,-480,,,,,,1.84,,,51,1
-5.8367,11.0233,-2159,,,1369,68,,,,,51,
-5.4283,10.6983,-2109,,,1380,66,,,,,51,
-5.2,10.5133,-2479,,,1615,66,,,,,51,
-5.2,10.6517,-2288,,,958,65,,,,,51,
-6.1583,10.515,-2498,,,194,71,,,,,51,
-5.3367,10.8833,-1872,,,936,63,,,,,51,
-5.1067,11.0683,-1706,,,2092,63,,,,,51,
-5.4283,10.7917,-1948,,,1640,66,,,,,51,
-5.2,10.4667,-2546,,,1306,66,,,,,51,
-5.065,10.1433,-3087,,,938,66,,,,,51,
-5.0183,10.3283,-2863,,,145,65,,,,,51,
-5.245,10.8833,-1924,,,1336,64,,,,,51,
-6.1367,11.965,-450,,,,,,2.2,,,51,1
-5.2467,10.5133,-2460,,,1910,66,,,,,51,
-5.3367,10.6517,-2216,,,1219,65,,,,,51,
-4.835,10.3733,-2810,,,15,64,,,,,51,
-5.4283,10.56,-2314,,,393,66,,,,,51,
-5.565,10.6983,-2127,,,2353,65,,,,,51,
-5.4733,10.6983,-2107,,,2184,65,,,,,51,
-5.29,10.8833,-1910,,,1623,63,,,,,51,
-5.0167,11.0667,-1664,,,2459,62,,,,,51,
-5.2817,11.9183,-502,,,,,,1.62,,,51,1
-5.6567,10.6067,-2544,,,1913,69,,,,,51,
-5.3367,10.6983,-2145,,,1578,65,,,,,51,
-5.245,10.56,-2397,,,1473,65,,,,,51,
-5.2,10.605,-2346,,,1839,64,,,,,51,
-5.1083,10.975,-1895,,,1952,63,,,,,51,
-5.565,10.745,-2024,,,1480,62,,,,,51,
-5.0617,11.1133,-1525,,,789,62,,,,,51,
-6.1,12.17,-570,,,,,,0.89,,,51,1
-5.3083,11.915,-480,,,,,,1.84,,,51,1
-6.3417,10.2383,-3141,,,915,69,,,,,51,
-5.7017,10.7467,-2403,,,2506,68,,,,,51,
-5.3833,10.6067,-2270,,,1084,66,,,,,51,
-5.5183,10.6983,-2117,,,1265,64,,,,,51,
-5.3367,10.8367,-1939,,,2225,64,,,,,51,
-5.3883,11.9367,-570,,,,,,0.89,,,51,1
-5.4283,10.6067,-2256,,,1570,66,,,,,51,
-5.3817,10.745,-2053,,,586,65,,,,,51,
-5.2917,10.4667,-2533,,,1559,65,,,,,51,
-5.5183,10.745,-2010,,,700,62,,,,,51,
-5.48,11.6917,-570,,,,,,0.89,,,50,1
-6.2217,12.165,-465,,,,,,2.01,,,50,1
-5.3367,10.745,-2076,,,1708,64,,,,,50,
-5.3817,10.93,-1782,,,1317,62,,,,,50,
-5.1533,11.0683,-1730,,,1428,62,,,,,50,
-5.1533,11.1133,-1635,,,215,62,,,,,50,
-5.6567,10.4217,-2520,,,1800,68,,,,,50,
-5.155,10.42,-2650,,,13,65,,,,,50,
-5.3367,10.7917,-2002,,,1572,64,,,,,50,
-5.29,11.2533,-1326,,,168,60,,,,,50,
-6.1133,10.33,-2804,,,1320,68,,,,,50,
-5.3817,10.6517,-2197,,,37,65,,,,,50,
-5.2467,10.4217,-2638,,,982,65,,,,,50,
-5.4267,10.9767,-1680,,,1772,64,,,,,50,
-6.2967,10.1917,-3253,,,503,68,,,,,50,
-5.2,10.3283,-2789,,,2437,65,,,,,50,
-5.4267,10.8383,-1884,,,2294,64,,,,,50,
-5.245,10.93,-1878,,,2550,63,,,,,50,
-7.5933,11.5983,-505,,,,,,0.95,,,50,1
-5.3833,10.56,-2340,,,2401,65,,,,,50,
-5.1983,10.975,-1838,,,1802,63,,,,,50,
-5.5183,10.7917,-1938,,,2524,62,,,,,50,
-5.0167,11.1133,-1523,,,1040,61,,,,,50,
-5.3817,10.9767,-1713,,,1226,62,,,,,50,
-5.1983,10.93,-1908,,,2382,62,,,,,50,
-5.49,11.7583,-570,,,,,,0.89,,,50,1
-5.3833,10.3283,-2840,,,7,65,,,,,50,
-5.4267,10.93,-1749,,,2601,63,,,,,50,
-5.0183,10.375,-2811,,,288,63,,,,,50,
-5.1083,11.0217,-1828,,,2320,61,,,,,50,
-5.4283,10.6533,-2197,,,1976,64,,,,,50,
-5.4283,10.745,-2037,,,2398,64,,,,,50,
-5.2,10.42,-2612,,,230,64,,,,,50,
-5.3817,10.8367,-1912,,,2391,63,,,,,50,
-5.4733,10.745,-2030,,,2502,62,,,,,50,
-5.1983,11.0217,-1783,,,2473,62,,,,,50,
-5.9117,12.045,-488,,,,,,1.76,,,49,1
-5.6783,12.04,-563,,,,,,0.91,,,49,1
-6.295,10.2383,-3070,,,1063,67,,,,,49,
-6.205,10.33,-2842,,,934,67,,,,,49,
-5.1983,11.0683,-1698,,,2169,62,,,,,49,
-5.3367,10.56,-2383,,,13,64,,,,,49,
-5.2,10.375,-2731,,,493,64,,,,,49,
-5.4267,10.8833,-1811,,,1984,63,,,,,49,
-5.2433,11.16,-1518,,,380,61,,,,,49,
-5.685,12.0517,-593,,,,,,0.86,,,49,1
-5.2917,10.375,-2711,,,1602,64,,,,,49,
-5.4733,10.7917,-1946,,,2464,63,,,,,49,
-5.3817,10.8833,-1847,,,1796,62,,,,,49,
-5.29,11.16,-1490,,,235,62,,,,,49,
-5.7917,10.9767,-1885,,,2150,65,,,,,49,
-5.2917,10.4217,-2649,,,1955,64,,,,,49,
-5.3817,10.7917,-1985,,,1707,63,,,,,49,
-5.565,10.375,-2696,,,1924,65,,,,,49,
-5.3833,10.5133,-2422,,,2120,64,,,,,49,
-5.2,10.2817,-2877,,,943,64,,,,,49,
